label,state,amine,radius,Vbur_pct,Vbur_abs,Vfree,Q_NE,Q_NW,Q_SW,Q_SE
TS5A_BENZ,TS5A,BENZ,3.5,0.10075009317927693,18.094150522518785,161.50022950769772,16.618524040253448,20.20359672008945,2.210678345136042,1.2672381662318302
TS5A_BMAE,TS5A,BMAE,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_BOX,TS5A,BOX,3.5,0.005439340290719344,0.9768749472851183,178.6175050829314,0.013976891539321655,2.161759224748416,0.0,0.0
TS5A_DADP,TS5A,DADP,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_DBUA,TS5A,DBUA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_DEA,TS5A,DEA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_DEGE,TS5A,DEGE,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_DEPA,TS5A,DEPA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_DETA,TS5A,DETA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_DMDP,TS5A,DMDP,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_DMEDA,TS5A,DMEDA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_EAE,TS5A,EAE,3.5,6.988445769660827e-05,0.012550855853770256,179.58182917436275,0.02795378307864331,0.0,0.0,0.0
TS5A_EDA,TS5A,EDA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_INDO,TS5A,INDO,3.5,2.3294819232202757e-05,0.004183618617923418,179.59019641159858,0.0,0.009317927692881103,0.0,0.0
TS5A_ISBZ,TS5A,ISBZ,3.5,0.002801202012672382,0.5030801388052911,179.0912998914112,0.0,1.1204808050689525,0.0,0.0
TS5A_MEPI,TS5A,MEPI,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_METOX,TS5A,METOX,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_MOR,TS5A,MOR,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_MTL,TS5A,MTL,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_NMA,TS5A,NMA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_OCTA,TS5A,OCTA,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_OTL,TS5A,OTL,3.5,1.1647409616101379e-05,0.002091809308961709,179.59228822090756,0.0,0.004658963846440552,0.0,0.0
TS5A_PIP,TS5A,PIP,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TS5A_THQ,TS5A,THQ,3.5,0.0,0.0,179.5943800302165,0.0,0.0,0.0,0.0
TSH2_AMP,TSH2,AMP,3.5,0.15888813827804696,28.535416688201156,151.05896334201535,26.299850913156916,37.25540439806187,0.0,0.0
TSH2_BEMT,TSH2,BEMT,3.5,0.1604547148714126,28.81676504025651,150.77761498996,27.2060193812896,36.97586656727544,0.0,0.0
TSH2_BENZ,TSH2,BENZ,3.5,0.16963869735370854,30.466156680372816,149.1282233498437,30.164461423779354,37.69101751770406,0.0,0.0
TSH2_BMAE,TSH2,BMAE,3.5,0.16539904025344762,29.70473809191075,149.88964193830577,28.592061125605667,37.56755497577339,0.0,0.0
TSH2_BOX,TSH2,BOX,3.5,0.16589405516213193,29.793639987541624,149.80074004267487,32.729221021244875,33.6284010436079,0.0,0.0
TSH2_DADP,TSH2,DADP,3.5,0.16642401229966455,29.888817311099384,149.70556271911713,30.264629146477823,36.304975773388,0.0,0.0
TSH2_DBUA,TSH2,DBUA,3.5,0.1668083768169959,29.95784701829512,149.6365330119214,33.5818114051435,33.14153932165486,0.0,0.0
TSH2_DEA,TSH2,DEA,3.5,0.17245737048080506,30.972374533141547,148.62200549707495,32.431047335072684,36.55190085724935,0.0,0.0
TSH2_DEGE,TSH2,DEGE,3.5,0.16298802646291466,29.27173356495568,150.32264646526085,32.47996645546031,32.71524412970555,0.0,0.0
TSH2_DEPA,TSH2,DEPA,3.5,0.16502049944092434,29.6367542893695,149.95762574084702,31.466641818859486,34.54155795751025,0.0,0.0
TSH2_DETA,TSH2,DETA,3.5,0.16276672568020872,29.231989188085407,150.3623908421311,32.86433097279165,32.242359299291834,0.0,0.0
TSH2_DMDP,TSH2,DMDP,3.5,0.15566180581438688,27.955985509618763,151.63839452059776,31.743850167722698,30.520872158032052,0.0,0.0
TSH2_DMEDA,TSH2,DMEDA,3.5,0.1608099608647037,28.88056522417984,150.71381480603668,31.895266492732016,32.428717853149465,0.0,0.0
TSH2_EAE,TSH2,EAE,3.5,0.16871855199403651,30.300903744964838,149.29347628525167,31.90691390234812,35.580506895266495,0.0,0.0
TSH2_EDA,TSH2,EDA,3.5,0.15774086843086096,28.329373471268426,151.26500655894807,31.492266120014907,31.604081252329486,0.0,0.0
TSH2_INDO,TSH2,INDO,3.5,0.1909359858367499,34.2910300018093,145.3033500284072,37.41380916884085,36.5355944837868,1.1251397689153932,1.299850913156914
TSH2_ISBZ,TSH2,ISBZ,3.5,0.16989494036526276,30.51217648516997,149.08220354504655,34.85836749906821,33.0996086470369,0.0,0.0
TSH2_MEPI,TSH2,MEPI,3.5,0.16451966082743197,29.54680648908414,150.04757354113238,32.42871785314946,33.379146477823326,0.0,0.0
TSH2_METOX,TSH2,METOX,3.5,0.1622134737234439,29.132628245909725,150.46175178430678,31.436358553857623,33.44903093551994,0.0,0.0
TSH2_MOR,TSH2,MOR,3.5,0.157857342527022,28.350291564358045,151.24408846585845,30.618710398807305,32.52422661200149,0.0,0.0
TSH2_MTL,TSH2,MTL,3.5,0.18300409988818486,32.86650786240637,146.72787216781015,36.02776742452479,34.5928065598211,0.9667349981364145,1.614330972791651
TSH2_NMA,TSH2,NMA,3.5,0.18570047521431235,33.35076171743101,146.2436183127855,36.08367499068207,35.95788296682818,1.0785501304509877,1.1600819977636974
TSH2_OCTA,TSH2,OCTA,3.5,0.1543864144614238,27.72693239028746,151.86744763992905,27.485557212076035,34.269008572493476,0.0,0.0
TSH2_OTL,TSH2,OTL,3.5,0.18525204994409245,33.27022705903599,146.32415297118052,37.60482668654492,33.970834886321285,0.9178158777487887,1.6073425270219905
TSH2_PIP,TSH2,PIP,3.5,0.16375675549757734,29.409792979347152,150.18458705086937,33.10193812896012,32.400764070070814,0.0,0.0
TSH2_THQ,TSH2,THQ,3.5,0.18789601192694744,33.745067772170295,145.8493122580462,38.471393961982855,34.36684681326873,1.09951546775997,1.2206485277674246
